N, V, Time (ms)
10000,2,11548.000,1.155,3.742787e+07
10000,4,13300.000,1.330,3.742787e+07
10000,8,14331.000,1.433,3.742787e+07
10000,16,12578.000,1.258,3.742787e+07
10000,32,11238.000,1.124,3.742787e+07
10000,64,12888.000,1.289,3.742787e+07
10000,128,13404.000,1.340,3.742787e+07
10000,256,13301.000,1.330,3.742787e+07
