N, V, Time (ms)
10000000,2,41469143.000,4.147,3.737505e+13
10000000,4,22479998.000,2.248,3.737505e+13
10000000,8,22434636.000,2.243,3.737505e+13
10000000,16,22887631.000,2.289,3.737505e+13
10000000,32,23648096.000,2.365,3.737505e+13
10000000,64,35134296.000,3.513,3.737505e+13
10000000,128,32924433.000,3.292,3.737505e+13
10000000,256,24106838.000,2.411,3.737505e+13
